name,team,pos,salary,dk_id,snapshot_ts
robert henry,WAS,RB,4000,43727610,2026-09-14T05:38:17.707035+00:00
chig okonkwo,WAS,TE,4000,43728236,2026-09-14T05:38:17.707035+00:00
craig reynolds,WAS,RB,4000,44034611,2026-09-14T05:38:17.707035+00:00
luke mccaffrey,WAS,WR,3500,43727782,2026-09-14T05:38:17.707035+00:00
treylon burks,WAS,WR,3400,43727790,2026-09-14T05:38:17.707035+00:00
dyami brown,WAS,WR,3200,43727818,2026-09-14T05:38:17.707035+00:00
jaylin lane,WAS,WR,3100,43727838,2026-09-14T05:38:17.707035+00:00
van jefferson,WAS,WR,3000,43728152,2026-09-14T05:38:17.707035+00:00
jacoby jones,WAS,WR,3000,43728154,2026-09-14T05:38:17.707035+00:00
nick nash,WAS,WR,3000,43728156,2026-09-14T05:38:17.707035+00:00
jaden bradley,WAS,WR,3000,43728158,2026-09-14T05:38:17.707035+00:00
river cracraft,WAS,WR,3000,43728162,2026-09-14T05:38:17.707035+00:00
ben sinnott,WAS,TE,2800,43728286,2026-09-14T05:38:17.707035+00:00
joshua simon,WAS,TE,2500,43728314,2026-09-14T05:38:17.707035+00:00
john bates,WAS,TE,2500,43728494,2026-09-14T05:38:17.707035+00:00
colson yankoff,WAS,TE,2500,43728496,2026-09-14T05:38:17.707035+00:00
lawrence cager,WAS,TE,2500,43728498,2026-09-14T05:38:17.707035+00:00
quentin moore,WAS,TE,2500,43728500,2026-09-14T05:38:17.707035+00:00
tyler ott,WAS,TE,2500,43728502,2026-09-14T05:38:17.707035+00:00
jack westover,WAS,TE,2500,44034641,2026-09-14T05:38:17.707035+00:00
WAS DST,WAS,DST,2300,43728545,2026-09-14T05:38:17.707035+00:00
saquon barkley,PHI,RB,6900,43727338,2026-09-14T05:38:17.707035+00:00
jalen hurts,PHI,QB,6600,43727237,2026-09-14T05:38:17.707035+00:00
devonta smith,PHI,WR,6600,43727642,2026-09-14T05:38:17.707035+00:00
makai lemon,PHI,WR,5100,43727690,2026-09-14T05:38:17.707035+00:00
tank bigsby,PHI,RB,4900,43727398,2026-09-14T05:38:17.707035+00:00
will shipley,PHI,RB,4100,43727464,2026-09-14T05:38:17.707035+00:00
dontayvion wicks,PHI,WR,4100,43727728,2026-09-14T05:38:17.707035+00:00
dallas goedert,PHI,TE,4100,43728234,2026-09-14T05:38:17.707035+00:00
andy dalton,PHI,QB,4000,43727305,2026-09-14T05:38:17.707035+00:00
tanner mckee,PHI,QB,4000,43727306,2026-09-14T05:38:17.707035+00:00
cole payton,PHI,QB,4000,43727307,2026-09-14T05:38:17.707035+00:00
jordan mims,PHI,,4000,43727556,2026-09-14T05:38:17.707035+00:00
dameon pierce,PHI,RB,4000,43727578,2026-09-14T05:38:17.707035+00:00
elijah mitchell,PHI,RB,4000,43727580,2026-09-14T05:38:17.707035+00:00
carson steele,PHI,RB,4000,43727582,2026-09-14T05:38:17.707035+00:00
jaydon blue,PHI,RB,4000,44034609,2026-09-14T05:38:17.707035+00:00
hollywood brown,PHI,WR,3800,43727758,2026-09-14T05:38:17.707035+00:00
eli stowers,PHI,TE,3100,43728266,2026-09-14T05:38:17.707035+00:00
tahj washington,PHI,,3000,43728016,2026-09-14T05:38:17.707035+00:00
elijah moore,PHI,WR,3000,43728080,2026-09-14T05:38:17.707035+00:00
johnny wilson,PHI,WR,3000,43728082,2026-09-14T05:38:17.707035+00:00
darius cooper,PHI,WR,3000,43728084,2026-09-14T05:38:17.707035+00:00
britain covey,PHI,WR,3000,43728086,2026-09-14T05:38:17.707035+00:00
quez watkins,PHI,WR,3000,43728088,2026-09-14T05:38:17.707035+00:00
samori toure,PHI,WR,3000,43728090,2026-09-14T05:38:17.707035+00:00
danny gray,PHI,WR,3000,43728092,2026-09-14T05:38:17.707035+00:00
erik ezukanma,PHI,,3000,43728094,2026-09-14T05:38:17.707035+00:00
johnny mundt,PHI,TE,2500,43728442,2026-09-14T05:38:17.707035+00:00
grant calcaterra,PHI,TE,2500,43728444,2026-09-14T05:38:17.707035+00:00
cameron latu,PHI,TE,2500,43728448,2026-09-14T05:38:17.707035+00:00
ej jenkins,PHI,TE,2500,43728450,2026-09-14T05:38:17.707035+00:00
rocco underwood,PHI,TE,2500,43728454,2026-09-14T05:38:17.707035+00:00
PHI DST,PHI,DST,3200,43728529,2026-09-14T05:38:17.707035+00:00
